PlotIdx,SPAD,A1200,N,Ca,Cb
1,76.42656777216996
1,76.42656777216996,37.63035666468781
1,76.42656777216996,37.63035666468781,-9.371388185707065
1,76.42656777216996,37.63035666468781,-9.371388185707065,15.518997844362126
1,76.42656777216996,37.63035666468781,-9.371388185707065,15.518997844362126,3.3169186375775133
