photoIdx,NDVI,OSAVI,PSSRa,PSSRb,PRI,MTVI2,SR,DVI,SIPI,PSRI,CRI1,CRI2,ARI1,ARI2,WBI
2,0.6057153963682796,0.6400187239093551,2.0634475161766526,2.1259993779581854,0.12255165074174461,0.9431478369080845,2.0634475161766526,-0.9581962533596243,0.24407580529655354,0.9731164541579332,0.08073739255784285,3.791216213953621,0.19916053635370642,0.19916053635370642,0.804796198505214
